Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,3,57.4,0,0.1333333,0,0,8,3,2,1,3,2,0,0
0,0,0,0,2,78.1,0.18,0.1714286,0,0,9,2,5,3,2,2,0,0
0,0,0,0,15,431.2,0,0.007142857,0,0,9,2,5,9,5,0,0,0
9,252.6676,1,0,67,1060.694,0.02268519,0.02996779,0.131837,0,10,3,2,1,13,2,0,1
0,0,0,0,24,431.2,0.0125,0.05555556,0,0,9,1,8,2,1,2,0,0
5,43.325,1,295.4,20,675.6846,0.02663477,0.04966997,0,0,7,1,1,4,2,2,0,0
4,135.4,0,0,2,46.8,0,0.0375,0,0,9,1,1,5,2,2,0,1
0,0,0,0,6,127.4,0,0,0,0,8,1,1,8,2,2,0,0
0,0,0,0,81,2092.674,0.015,0.02715545,0,0,10,2,2,1,1,2,0,0
0,0,0,0,16,149.9,0.05625,0.1,0,0,6,2,2,7,1,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,9,2,2,1,1,2,1,0
5,68.01429,1,21.2,63,1033.207,0,0.009068627,0,0,8,2,2,2,2,2,0,0
1,129,1,26.7,28,1392.1,0.03111111,0.05633333,0,0,9,3,2,7,13,2,1,0
0,0,0,0,49,1571.124,0.004255319,0.0106383,0,0,7,2,2,8,4,0,1,0
11,362.3,0,0,41,1081.713,0.01,0.02883041,27.51284,0,9,2,2,1,1,2,1,0
3,90.7,3,65.4,13,1036.532,0.03529412,0.04823585,19.7493,0,11,3,2,1,4,2,1,0
8,760.9,3,206.1,36,2400.668,0.008527132,0.02372093,0,0,11,1,2,7,2,2,0,0
6,67.4,0,0,13,217.7611,0.0125,0.025,0,0,10,2,2,5,7,2,1,0
1,17.2,0,0,11,394.8,0,0.02727273,0,0,11,2,2,4,13,2,0,0
1,1566.6,0,0,34,2256.75,0,0.000250438,0,0,10,2,2,3,2,2,0,0
0,0,0,0,29,1373.933,0,0.02068966,0,0,10,2,4,7,1,2,0,0
0,0,0,0,4,141,0,0.05,0,0,8,4,1,3,3,0,0,0
0,0,0,0,34,2091.48,0.04621212,0.07185592,0,0,10,1,1,8,1,2,0,0
3,59.2,0,0,9,1261.7,0.01666667,0.05,0,0,8,2,5,1,5,2,0,0
3,50.15,0,0,26,1107.117,0,0.009490509,0,0,8,2,2,1,1,2,0,0
8,166.46,1,25.2,47,981.6014,0.007272727,0.006818182,0,0,8,1,1,1,3,2,0,0
0,0,0,0,19,187.2,0.06842105,0.1315789,0,0,11,3,2,3,13,2,0,0
1,6,0,0,21,332.8,0,0.008695652,0,0,9,2,5,4,5,2,1,0
5,241.35,0,0,5,244.7,0.01111111,0.03333333,0,0,11,2,2,4,1,2,1,0
4,48.83243,4,165.6667,22,365.7743,0.004365079,0.01558303,0,0,8,3,2,1,4,2,0,0
3,60.16667,0,0,14,2322.867,0.01176471,0.02843137,0,0,6,2,2,2,1,2,0,0
4,131.4,0,0,4,199.4,0,0.025,0,0,8,2,6,3,5,0,0,0
0,0,0,0,5,20.2,0.18,0.1866667,0,0,8,3,2,4,20,2,0,0
4,42.2,0,0,98,2260.839,0.004040404,0.007070707,32.9346,0,11,2,4,1,3,0,0,1
3,62.9,1,0,30,647.5185,0,0.01043746,13.73293,0,7,2,2,3,1,2,1,1
0,0,0,0,4,288.4333,0,0.0125,0,0,8,1,1,4,2,2,0,0
0,0,0,0,16,394.5581,0,0.015,0,0,10,2,2,1,20,0,0,0
0,0,0,0,9,532,0,0.06666667,0,0,10,2,2,3,4,2,0,0
3,80.6,2,16.2,33,770.1072,0.005405405,0.01621622,0,0,10,3,2,1,5,2,0,0
3,13,1,0,51,4651.612,0.004155844,0.02060606,0,0,7,2,4,3,4,2,0,0
3,89.8,0,0,12,355.85,0.01333333,0.016,0,0,10,1,1,1,3,0,1,0
0,0,0,0,18,432.7667,0,0.02777778,0,0,10,3,2,1,2,2,0,0
6,177.6,0,0,17,284.7833,0.009090909,0.02272727,31.99181,0,10,4,1,1,2,2,0,1
4,103.8,0,0,14,314.2933,0,0.01333333,79.44353,0,7,2,2,5,2,0,0,1
0,0,0,0,13,328.9,0.01538462,0.04615385,0,0,6,2,2,3,3,2,0,0
0,0,0,0,2,179.8,0,0.03333333,0,0,11,3,3,1,3,0,1,0
3,230.1,0,0,35,905.1226,0.01764706,0.01920677,0,0,7,3,2,6,1,2,0,0
10,228.35,0,0,3,28.6,0,0.001851852,0,0,10,2,2,7,5,0,0,0
12,381.5,1,22.2,154,7835.875,0.01254968,0.02258782,0,0,8,3,2,1,2,2,1,0
6,188.5,0,0,25,590.6,0,0.003703704,0,0,8,2,2,1,2,0,1,0
1,37.2,0,0,14,387.7667,0.01333333,0.03111111,0,0,10,1,8,3,1,2,0,0
1,5,0,0,40,2731.5,0,0.01235772,0,0,7,2,10,2,2,2,1,0
2,34.2,0,0,18,1567.847,0,0.01789474,0,0,11,2,2,1,2,2,0,0
4,53.4,0,0,4,53.4,0,0.025,0,0,10,1,1,7,5,0,0,0
0,0,0,0,3,145,0.06666667,0.1333333,0,0,6,2,2,1,3,2,0,0
8,168.1667,0,0,70,2146.758,0,0.009316323,67.30929,0,11,2,4,5,2,2,0,0
0,0,0,0,1,0,0.2,0.2,0,0,8,3,2,1,1,2,1,0
2,41.2,0,0,36,595.8,0,0.005405405,0,0,11,4,2,2,4,2,0,0
4,160.2,2,21.2,43,1568.321,0.009183673,0.02292517,28.05716,0,10,1,1,3,2,2,0,0
2,9,0,0,38,1147.697,0,0.02764228,3.673829,0,6,2,2,4,1,2,0,1
3,214.6,0,0,59,1992.733,0.003225806,0.0343318,13.18078,0,8,2,2,1,2,2,1,0
0,0,0,0,18,587.7333,0,0.02222222,32.52381,0,11,2,2,7,4,2,1,1
0,0,0,0,21,1294.567,0.035,0.067,0,0,10,1,1,1,1,2,0,0
3,29.2,0,0,17,652.5667,0.02222222,0.03333333,24.12559,0,6,1,1,6,3,2,0,1
0,0,0,0,77,1750.372,0.02136752,0.03179487,0,0,8,1,1,1,6,2,0,0
4,26,0,0,12,704.95,0,0.01176471,0,0,10,2,4,3,2,2,0,1
4,59.86,1,38.3,36,725.21,0.005,0.03416667,0,0,10,2,2,9,2,2,1,0
9,399.8,5,923.9,115,7243.649,0.003225806,0.01892857,3.58544,0,8,2,2,8,4,2,0,1
0,0,0,0,21,192.9,0.05909091,0.1045455,0,0,7,2,2,1,3,2,1,0
0,0,0,0,2,21.2,0,0.1,0,0,6,2,2,5,1,2,0,0
6,344.2,3,201.4,51,1693.633,0.003703704,0.01481482,11.27446,0,11,2,6,1,2,2,0,0
4,108.5333,0,0,23,411.4667,0.05185185,0.07246914,31.91414,0,9,1,1,3,2,2,0,1
0,0,0,0,9,257.9,0.01111111,0.04444444,0,0,6,1,1,1,20,2,1,0
0,0,3,44,179,1738.473,2.73e-05,0.02599761,0,0,8,2,4,9,11,2,0,0
0,0,0,0,8,20.2,0.1,0.175,0,0,6,3,2,1,1,2,0,0
13,408.6,0,0,21,589.4214,0.004444444,0.01481482,18.09857,0,8,2,2,8,2,2,0,1
0,0,0,0,32,1028.567,0.0125,0.015625,0,0,8,1,1,6,3,2,1,0
0,0,1,0,56,1510.007,0.07413793,0.09448276,0,0,8,3,2,1,3,2,0,0
1,21.2,0,0,12,249.4095,0.01538462,0.01923077,0,0,10,2,2,8,2,2,1,0
2,91.6,2,678,66,2101.305,0,0.01004975,48.04391,0,10,2,2,3,2,2,0,1
1,77.1,0,0,35,365.5833,0.01714286,0.02685714,0,0,11,2,2,1,4,2,0,0
3,67.4,2,16.2,8,281.1,0,0.04166667,15.82044,0,11,3,2,1,20,2,0,1
6,1013.887,1,378.8,8,230.28,0,0.02254902,13.86451,0,9,2,2,3,2,2,1,0
7,117.6667,0,0,74,1540.29,0.00617284,0.01623751,0,0,8,2,2,7,1,2,0,0
5,401.15,0,0,38,1570.682,0.005980066,0.01572431,24.51269,0,9,2,4,7,4,2,0,0
0,0,0,0,40,1178.497,0.02666667,0.03115385,0,0,8,2,2,4,1,2,0,0
4,206.25,0,0,16,572.65,0,0.01111111,10.17711,0,9,3,2,1,4,2,1,1
3,552.2,1,0,40,829.8,0.0744186,0.09069767,0,0,11,3,2,1,13,2,0,0
6,130.5,2,439.2,78,5526.08,0,0.01069959,0.8389883,0,11,2,2,9,1,2,0,0
4,65.6,0,0,25,575.8167,0,0.007142857,0,0,11,2,4,2,20,2,1,0
0,0,1,0,48,1062.813,0,0.02725352,0,0,9,1,1,4,2,2,0,0
6,47.3,0,0,14,858.2,0,0.01052632,0,0,10,4,1,3,5,0,0,1
0,0,0,0,48,3025.333,0.004166667,0.009375,0,0,8,1,1,1,20,2,0,0
3,57.6,0,0,19,384.403,0.009090909,0.02029598,0,0,9,3,7,8,2,2,0,0
0,0,0,0,11,192.7333,0,0,0,0,10,2,2,2,2,0,0,0
1,55.4,0,0,29,451.7,0.003448276,0.02298851,0,0,8,2,2,3,4,2,0,0
0,0,0,0,39,1294.6,0.002702703,0.01156839,0,0,11,3,2,1,20,2,1,0
8,116.9722,9,2252.033,19,1135.881,0.009677419,0.01184151,0,0,7,3,2,4,2,2,1,0
0,0,0,0,5,75.6,0,0,0,0,10,1,1,3,4,2,1,0
8,167.45,1,168.2,33,755.877,0.02631579,0.04131579,0,0,10,2,2,3,3,2,0,0
4,32.2,2,28.2,23,934.3167,0,0.01862069,11.28379,0,8,2,2,5,4,2,0,0
0,0,0,0,11,164,0.03636364,0.05454545,0,0,7,2,5,6,1,2,0,0
6,100.1,0,0,4,60.4,0,0.02222222,0,0,9,2,4,7,2,0,0,1
0,0,0,0,6,75.2,0.03333333,0.05,0,0,7,3,2,2,3,2,0,0
0,0,0,0,17,639.7567,0,0.01176471,63.45892,0,10,2,2,3,4,0,0,1
6,69.4,1,25.2,18,1009.55,0,0.002380952,0,0,7,2,2,2,2,0,0,0
6,288,0,0,16,475.3,0.01052632,0.0368421,0,0,9,2,2,2,13,2,0,0
12,187.775,0,0,98,2138.481,0.001886792,0.0179854,0.1296769,0,7,2,5,3,2,2,1,0
3,39,0,0,10,176.8,0,0.0375,0,0,6,3,2,5,4,2,0,0
0,0,0,0,44,1341.717,0.008888889,0.04666667,0,0,6,2,2,2,2,2,0,0
2,21,0,0,9,84.1,0,0.006060606,0,0,10,2,2,3,2,0,0,0
0,0,2,110.8667,67,3264.128,0.01352657,0.02190126,0,0,8,1,1,1,2,2,0,0
4,57.3,0,0,25,488.7167,0.02142857,0.06751701,0,0,6,2,5,1,1,2,0,0
3,40.6,0,0,18,340.9167,0,0.01825397,0,0,8,2,4,3,5,2,0,0
0,0,0,0,9,250.2,0.02222222,0.03333333,0,0,6,2,2,4,1,2,0,0
6,91.2,1,69.6,29,1618.233,0,0.01620753,9.231935,0,11,2,2,1,6,2,0,0
2,17.2,0,0,18,168.5286,0.01052632,0.0245614,0,0,10,1,1,3,2,2,0,0
3,26,0,0,20,384.8,0,0.02727273,0,0,7,2,4,1,4,2,0,1
5,102.8667,0,0,12,219.6,0,0.03529412,0,0,10,2,2,6,20,2,0,0
0,0,0,0,21,1041.733,0,0.05333333,0,0,11,3,2,8,1,2,0,0
0,0,0,0,43,1606.45,0,0.004761905,18.51505,0,6,4,1,1,2,0,0,1
0,0,0,0,30,599.919,0,0.004285714,0,0,7,1,1,1,4,2,0,0
0,0,0,0,19,1138.794,0,0.007017544,0,0,8,2,4,3,2,2,0,0
11,110.7867,5,89.1,230,9050.459,0.006722689,0.01755845,2.664995,0,6,2,2,6,1,2,0,0
1,14.2,2,133,13,825.799,0.04,0.04166667,14.83978,0,11,3,2,4,2,2,0,0
2,39.2,0,0,19,1553.8,0.045,0.0825,0,0,10,3,2,9,13,2,0,0
0,0,0,0,5,43.2,0.08,0.12,0,0,7,2,2,3,13,2,1,0
5,106.8,0,0,84,1242.776,0,0.006589147,4.174314,0,11,1,1,2,4,2,1,0
5,211.05,0,0,75,3275.113,0,0.009824561,29.61151,0,8,4,1,1,3,2,0,1
1,6,0,0,23,2767.2,0,0.008333333,0,0,9,2,2,7,1,0,0,0
10,700.6333,0,0,29,4897.845,0,0.01574074,0.700155,0,9,3,2,1,5,2,1,0
0,0,0,0,6,222.4,0,0.03333333,63.55338,0,7,1,1,4,4,2,1,0
2,12.6,0,0,7,62.8,0,0.02222222,0,0,6,1,1,4,4,2,0,0
0,0,0,0,27,263.2667,0,0.03851852,0,0,6,2,2,1,3,2,0,0
0,0,0,0,27,1871.9,0.01481482,0.02074074,0,0,9,1,1,1,3,2,0,0
3,102.6,0,0,35,871.8333,0,0.002631579,0,0,10,1,1,1,2,0,1,0
8,139.2,0,0,49,3346.969,0,0.008471594,12.57402,0,11,2,6,1,2,2,0,0
6,134.36,0,0,22,568.9683,0.0173913,0.02161491,12.39204,0,9,1,2,6,2,2,1,1
4,65.9,0,0,73,3799.2,0.07927928,0.08481982,0,0,8,3,2,3,13,2,0,0
0,0,1,0,5,85.6,0.01111111,0.04666667,0,0,6,3,2,6,2,2,0,0
4,69.23333,3,1657.3,26,2306.048,0.04666667,0.07638889,5.761347,0,10,1,1,2,3,2,0,0
0,0,0,0,3,0,0.2,0.2,0,0,7,1,2,8,1,2,0,0
1,72.6,0,0,44,1256.825,0,0,0,0,11,1,1,4,5,0,0,0
14,1220.914,4,1005.4,280,18171.79,0.01748611,0.03898042,5.697659,0,7,2,2,1,3,2,0,0
6,754.5333,0,0,8,749.2333,0,0.008974359,0,0,11,3,2,3,1,2,0,0
0,0,0,0,2,93.6,0,0.05,0,0,10,2,4,1,2,2,1,0
1,46,0,0,98,3098.649,0.01881443,0.03747281,6.153201,0,8,2,2,6,1,2,0,0
1,28.2,0,0,2,0,0.06666667,0.1333333,0,0,6,1,8,2,3,0,1,0
6,113,0,0,18,359.4,0.008333333,0.05,0,0,9,2,2,3,1,2,0,0
8,1013.171,4,353.9667,90,4984.371,0.04266667,0.06603333,1.46401,0,8,2,2,3,13,2,1,0
0,0,0,0,6,102.2,0,0,40.27815,0,10,2,2,2,20,2,0,1
8,131,0,0,32,5330.633,0.008108108,0.05135135,0,0,8,2,2,2,1,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,3,2,0,0
4,102.3,0,0,59,1684.497,0,0.00952381,25.85442,0,11,2,2,2,4,2,0,0
0,0,0,0,66,1216.352,0,0,62.85326,0,9,2,2,4,2,0,0,1
4,99.33333,1,103.8,40,2011.967,0.01818182,0.02348485,9.869649,0,10,2,2,1,20,2,0,1
2,17.2,0,0,0,0,0,0.05,0,0,9,2,2,2,6,0,1,1
3,79.22,2,297.8333,62,1685.748,0,0.01312821,0,0,7,2,2,3,2,2,0,0
1,51.4,0,0,25,1417.022,0.02266667,0.05546667,0,0,7,3,2,1,2,2,0,0
6,92.57143,1,793.8,38,2436.606,0,0.03589514,27.31415,0,7,2,10,1,2,2,0,0
2,112.9,0,0,32,505.55,0,0.003225806,0,0,10,2,2,6,2,0,0,0
0,0,0,0,4,43.2,0,0.05,0,0,7,3,2,4,3,2,0,0
3,67.2,0,0,46,987.119,0.004081633,0.0122449,22.25593,0,9,2,2,8,4,2,0,1
0,0,2,76.6,377,11729.41,0.0328773,0.04524582,0,0,7,3,2,1,3,2,0,0
0,0,0,0,3,103.6,0,0.03333333,0,0,7,3,2,1,6,2,0,0
0,0,0,0,4,14.2,0.1,0.15,0,0,10,1,1,1,1,2,1,0
4,69.96667,0,0,28,2728.755,0,0.009313725,0,0,10,1,1,1,5,2,0,0
5,78.63333,0,0,7,176.8333,0,0.02307692,0,0,7,2,4,1,5,0,0,0
0,0,0,0,6,111.6,0,0.01666667,24.91845,0,10,1,2,3,2,2,1,1
6,186.6667,2,100.8,11,347.4,0,0.015,0,0,8,3,2,4,5,2,0,1
0,0,0,0,8,286.7,0.05,0.075,0,0,7,3,2,1,1,2,0,0
2,145.2,0,0,14,266.66,0.0125,0.02916667,0,0,9,3,2,3,1,2,0,0
0,0,0,0,12,222.2557,0.009090909,0.01212121,0,0,9,3,2,5,2,2,0,0
6,106.18,2,115.8,32,518.4433,0.001960784,0.01421569,0,0,8,3,2,6,4,2,0,0
0,0,0,0,10,490.5667,0.02,0.035,0,0,6,3,2,2,1,2,0,0
0,0,0,0,94,9836.068,0.007446809,0.02819149,0,0,9,2,2,1,13,2,0,0
5,140.6,0,0,16,423.5,0.0125,0.0125,0,0,8,3,2,1,3,2,1,0
2,38.04,0,0,8,886.57,0,0.03076923,0,0,11,1,1,1,2,2,0,0
2,9,0,0,18,558.1933,0,0.01111111,0,0,8,2,2,3,1,2,0,0
6,440.2814,1,17.72,18,864.1,0,0.002777778,0,0,9,2,2,5,2,0,0,0
9,216.23,1,140.5,310,8468.339,0.002821317,0.01241429,0.8750479,0,9,2,10,3,2,2,1,0
7,154.4,0,0,33,1267.06,0.02162162,0.04054054,0,0,6,2,2,1,3,2,0,0
5,153,0,0,25,1074.683,0.0125,0.01875,19.23269,0,11,1,1,6,4,2,0,0
0,0,0,0,12,139.8,0.06666667,0.09166667,0,0,8,3,2,1,13,2,0,0
1,39.2,0,0,23,526,0,0.002173913,0,0,10,4,2,3,2,2,0,0
3,37.6,0,0,12,299.2667,0,0.03076923,0,0,9,3,2,1,6,2,0,0
1,45.4,0,0,60,2580.635,0,0.009442743,0,0,10,1,1,1,2,2,0,0
0,0,2,101.7,42,1892.198,0,0.004545455,153.5777,0,8,2,2,1,1,2,0,1
3,82.53333,1,0,19,668.7,0.02272727,0.03242424,11.59523,0,11,1,1,3,2,2,0,0
1,227.6,0,0,27,1301.3,0.02068966,0.02241379,5.904408,0,8,2,2,1,3,2,0,0
2,129,0,0,16,1835.5,0.003703704,0.03148148,0,0,8,2,4,9,6,2,0,0
0,0,0,0,10,155.9,0.02,0.04,0,0,7,2,2,6,20,2,0,0
0,0,0,0,3,36.4,0.06666667,0.1,0,0,6,3,2,1,13,2,0,0
3,273.66,0,0,24,751.6267,0.004571429,0.0248381,14.85337,0,7,3,2,2,1,2,1,0
5,32.6,0,0,70,939.7833,0,0.002702703,0,0,8,2,4,1,5,0,1,1
2,22.2,0,0,18,584.74,0.005882353,0.02352941,0,0,8,1,1,3,2,2,0,0
4,381.8,0,0,1,31.2,0,0.04,0,0,9,2,4,4,2,2,1,0
0,0,0,0,42,570.1832,0.01,0.01654762,0,0,8,2,2,1,2,2,0,0
0,0,1,0,14,331.55,0.01333333,0.01777778,0,0,6,1,1,1,2,2,1,0
0,0,0,0,15,469.8682,0,0.01428571,0,0,11,2,2,8,2,0,0,0
0,0,0,0,31,881.4417,0.0172043,0.02609319,0,0,10,3,2,2,13,2,1,0
0,0,3,541,32,776.9233,0.001176471,0.01377909,0,0,11,1,1,3,20,2,0,0
4,423.1,0,0,16,982.6,0,0.005263158,0,0,11,3,2,2,20,2,1,0
3,103.8,0,0,4,683.4,0.05714286,0.04,0,0,8,3,2,6,1,2,0,0
15,104.6545,1,148,48,1029.17,0.001724138,0.02213115,16.96712,0,7,2,2,6,1,2,0,0
0,0,0,0,12,797.84,0,0.01818182,0,0,8,2,2,3,4,2,0,0
4,211.8,0,0,15,512.9,0,0.00625,0,0,11,1,1,3,2,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,6,2,2,1,4,2,0,0
0,0,0,0,49,1023.96,0.03469388,0.05782313,0,0,8,2,2,3,3,2,0,0
0,0,0,0,12,146.1333,0.05,0.06666667,0,0,7,2,2,1,1,2,0,0
7,54.84286,7,475.2,20,393.4095,0.02738095,0.03392857,0,0,7,2,2,1,4,2,0,1
0,0,0,0,16,129.5833,0.075,0.0875,0,0,6,3,2,1,13,2,1,0
1,7.1,0,0,16,222.2333,0,0.02941176,0,0,6,2,5,3,2,2,0,0
11,265.4333,2,35.7,158,2110.255,0.003614458,0.009762498,0,0,8,3,2,8,1,2,0,0
1,38.2,0,0,24,1282.953,0.03478261,0.04956522,0,0,11,2,2,4,1,2,1,0
0,0,1,11,54,1299.197,0.003636364,0.02254545,0,0,9,1,1,3,2,2,1,0
1,197.4,0,0,83,1631.4,0.02738095,0.06865079,0,0,10,2,2,3,13,2,0,0
0,0,0,0,16,340.65,0.06041667,0.06369048,0,0,9,3,2,2,3,2,1,0
0,0,0,0,8,846.2,0,0.025,33.22293,0,7,2,2,1,2,2,0,1
0,0,0,0,4,39.95,0,0.05,0,0,7,3,2,1,4,2,1,0
1,58.4,0,0,18,1045.3,0,0.02631579,0,0,9,2,2,2,1,2,0,0
6,107.04,3,53.2,114,5066.661,0.006666667,0.01618056,0,0,11,3,2,3,3,2,1,0
2,28.2,1,0,114,3161.075,0.01769912,0.0425762,0,0,8,2,2,2,1,2,0,0
4,209.5,0,0,23,1780.7,0,0.01153846,0,0,11,2,2,3,2,0,0,0
0,0,0,0,1,0,0.2,0.2,0,0,11,2,4,1,2,2,0,0
3,23,0,0,16,431.9,0.01052632,0.03368421,0,0,7,2,2,7,13,2,1,0
4,115.7,0,0,16,655.3833,0,0.01203704,0,0,11,1,1,2,3,2,0,0
3,41.2,1,99.8,2,10,0,0.03333333,0,0,11,1,2,4,2,2,0,0
12,255.5167,0,0,38,436.8583,0,0.01085271,0,0,10,2,2,7,5,2,1,0
8,108.7,0,0,85,2651.943,0.000888889,0.01426455,0.8984954,0,7,2,2,9,4,2,0,0
4,34.2,0,0,27,809.6933,0.02321429,0.03382653,27.65097,0,9,3,2,4,13,2,1,0
0,0,0,0,37,456.15,0.1216216,0.1318919,0,0,7,3,2,1,3,2,1,0
3,39.2,0,0,12,209,0,0.02,0,0,9,2,5,6,2,2,0,0
4,234.3,0,0,2,11.1,0,0.04,0,0,10,1,1,8,5,0,1,0
5,44.01667,0,0,4,162.5333,0,0,39.27674,0,8,4,2,1,2,2,0,1
4,20,0,0,34,461.2333,0,0.02268519,0,0,7,2,4,1,4,2,1,0
8,116.9607,4,225.3667,42,539.2274,0.0155102,0.01128118,0,0,7,1,1,1,4,2,0,1
3,142.2,0,0,24,755,0,0.007407407,0,0,10,2,5,7,2,0,1,0
9,501.4833,0,0,97,2293.49,0.01145573,0.02697054,2.209973,0,8,1,1,3,4,2,0,0
6,207.0929,1,52.4,35,2239.503,0.01083333,0.02433333,0,0,11,1,1,8,3,2,0,0
1,14.2,0,0,22,839.5682,0,0.000952381,60.58437,0,11,3,2,3,2,0,1,1
0,0,0,0,27,1838.15,0.05320513,0.05628205,0,0,6,3,2,2,3,2,0,0
10,2407.424,3,434.3,486,23050.1,0.000323719,0.01124852,0,0,7,2,2,1,3,2,0,0
6,60.36667,3,189.3,12,304.7,0,0.03859649,2.848312,0,6,2,2,1,4,2,0,1
6,78.51333,1,63.4,110,1691.236,0.003448276,0.01935992,19.18311,0,8,2,2,7,4,2,1,0
1,6,0,0,25,1177.507,0.008333333,0.0375,0,0,10,2,2,3,1,2,0,0
0,0,0,0,65,6053.467,0.005208333,0.02619792,0,0,9,2,4,9,3,2,0,0
4,117.32,2,15,230,6978.614,0.01532763,0.03653071,0,0,7,2,2,6,1,2,1,0
0,0,0,0,1,0,0.2,0.2,0,0,9,4,1,2,1,2,0,0
2,67.6,0,0,8,183.8,0,0.02,0,0,10,1,1,1,5,0,0,0
2,75.6,2,652.8,10,1143.667,0,0.02333333,0,0,8,2,2,4,2,2,0,0
0,0,0,0,19,753.3,0,0.002222222,0,0,8,2,4,1,4,2,0,0
1,137.5,1,59.4,53,1844.65,0.02264151,0.04959569,0,0,6,4,2,1,3,2,0,0
3,89.25,0,0,8,67.85,0.01818182,0.03333333,0,0,6,2,2,8,1,2,0,1
0,0,0,0,9,281.5,0,0.008333333,0,0,10,4,2,9,7,2,0,0
9,1104.2,0,0,36,1826.442,0.007317073,0.01260163,0,0,10,1,1,3,2,2,1,0
1,56.4,1,14.2,24,1183.827,0,0.005128205,0,0,7,2,2,8,2,0,1,0
0,0,0,0,153,4565.931,0.00130719,0.006432173,6.189215,0,8,2,2,4,1,2,1,1
3,73.6,0,0,10,104.95,0,0.001851852,0,0,10,3,2,3,2,2,1,0
3,152,1,64.4,9,358.4,0,0.01538462,0,0,10,2,2,1,2,0,1,0
0,0,0,0,3,50.4,0,0.06666667,0,0,7,2,2,3,1,2,0,0
1,65.4,0,0,55,1033.65,0.01785714,0.02440476,0,0,10,3,2,1,1,2,0,0
0,0,0,0,5,64,0,0.1,0,0,9,2,2,6,2,2,0,0
8,279.2667,0,0,16,453.4,0,0.01140351,0,0,7,3,2,8,4,2,0,0
5,318.2667,0,0,23,1037.833,0.01785714,0.03928571,0,0,8,2,2,5,1,2,0,0
0,0,0,0,42,2385.667,0.003333333,0.03583333,0,0,7,2,5,7,1,2,0,0
0,0,0,0,3,0,0.2,0.2,0,0,11,1,1,6,6,2,0,0
12,217.6491,4,1009.733,38,1639.069,0.02173913,0.03162172,5.287006,0,9,3,2,6,1,2,1,0
7,317.9143,4,216.5667,35,910.081,0,0.01,40.78047,0,9,2,4,3,5,0,0,0
4,30.3,0,0,7,493.4,0,0.01666667,0,0,10,2,5,1,2,0,0,1
0,0,0,0,34,538.48,0,0.005882353,5.86044,0,9,2,2,7,2,2,0,1
8,289,0,0,139,5107.035,0.01544437,0.04400503,8.304904,0,8,2,2,2,1,2,0,0
0,0,0,0,4,34.2,0.05,0.1,0,0,10,2,2,1,5,2,0,0
0,0,0,0,36,788.5,0,0.025,0,0,11,2,6,3,3,2,0,0
3,33.46667,0,0,113,1576.252,0.003508772,0.009314954,40.08238,0,6,2,2,7,3,2,0,0
0,0,0,0,12,223.8,0.02777778,0.01777778,0,0,7,1,1,2,4,2,1,0
3,50.37333,4,63.1,91,3827.499,0.05780142,0.07239953,0,0,9,3,2,6,13,2,0,0
4,50.93333,0,0,67,860.0217,0,0.002083333,0,0,9,2,4,1,5,0,0,0
4,45.8,2,43.2,30,1021.838,0,0.005882353,40.43579,0,11,2,2,4,2,0,0,0
0,0,0,0,5,150.8,0,0.02,0,0,8,1,1,1,2,2,0,0
1,0,1,66.4,14,668.3167,0.01428571,0.02857143,44.89346,0,10,4,2,1,20,2,1,1
7,397.2644,1,246.8,23,672.2644,0.03205128,0.04615385,0,0,10,3,2,4,1,2,0,0
7,105.4667,0,0,44,778.9667,0,0.004166667,37.92414,0,8,2,2,6,2,0,0,1
9,306.46,0,0,40,550.7095,0,0.00952381,0,0,9,2,2,1,2,2,0,0
3,67.86667,2,12,16,393,0,0.015,0,0,9,2,10,1,5,0,0,0
5,140.6,0,0,81,2408.313,0.002554278,0.007459475,23.07581,0,10,2,4,1,2,2,0,1
5,60.8,0,0,3,20.6,0,0.03333333,0,0,8,2,5,5,2,0,1,0
0,0,0,0,101,2611.748,0.004356436,0.02928737,0,0,10,2,2,1,1,2,0,0
0,0,0,0,27,458.256,0.007407407,0.02222222,38.12369,0,6,1,1,2,2,2,0,1
3,96.8,0,0,29,2041.627,0.02607527,0.04732463,0,0,9,2,2,3,1,2,0,0
9,779,0,0,15,1386.35,0.01666667,0.02747619,6.344632,0,8,1,2,1,4,2,0,0
7,778.4,0,0,17,827.5333,0,0.01818182,0,0,9,1,2,6,2,2,0,0
2,28.05714,0,0,73,2260.857,0.002666667,0.01893333,0,0,6,2,2,7,4,2,1,0
0,0,0,0,10,158.3667,0,0,54.99509,0,7,2,2,1,1,2,0,1
2,76.6,0,0,33,1932.717,0,0.02519608,0,0,8,2,2,4,13,2,0,0
2,134,0,0,15,284.1,0,0.01176471,0,0,11,2,4,8,2,0,0,0
1,18.2,0,0,58,2007.207,0.003448276,0.02729885,0,0,7,4,2,8,1,2,0,0
5,368.4,0,0,14,481.9667,0.01052632,0.03157895,0,0,9,1,1,1,2,2,0,0
