Country,Year,Status,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness__1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling
31,2012,1,79.2,97,1,3.34,2568.237,91,0,57.5,1,9,9.56,91,0.1,9985.37,4654122,1.8,1.7,0.758,13.6
31,2011,1,79,98,1,3.41,2429.855,84,0,56.5,1,82,9.73,85,0.1,9186.596,46474,1.8,1.7,0.752,13.4
31,2010,1,78.1,16,1,3.58,2377.01,89,0,55.5,1,93,9.66,88,0.1,8199.415,454528,1.8,1.8,0.749,13.3
31,2009,1,79.2,96,1,4.07,24.8872,87,0,54.4,1,8,9.69,86,0.1,689.3962,4488263,1.9,1.8,0.747,13.1
31,2008,1,78.9,99,1,4.22,1859.096,89,0,53.4,1,89,9.1,9,0.1,6911.136,442958,1.9,1.8,0.74,12.9
31,2007,1,78.9,93,1,4.2,150.8891,89,0,52.4,1,89,8.37,89,0.1,612.6234,4369469,1.9,1.9,0.734,12.8
31,2006,1,78,16,1,4.15,1185.412,88,0,51.4,1,89,7.82,89,0.1,5245.187,438794,2,1.9,0.727,12.6
31,2005,1,78.6,97,1,4.1,1002.833,9,1,5.3,1,91,7.74,91,0.1,4697.111,4247841,2,2,0.723,12.4
31,2004,1,77.7,12,1,4.09,1043.108,89,0,49.3,1,9,7.8,9,0.1,4425.575,418738,2.1,2,0.719,12.2
31,2003,1,78,1,1,4.04,1070.269,86,1,48.3,1,88,8.45,88,0.1,4167.714,4125971,2.2,2.1,0.715,12.1
31,2002,1,78.3,99,1,4.17,112.9494,94,0,47.3,1,94,8.23,94,0.1,462.1497,46324,2.2,2.2,0.712,11.9
31,2001,1,77.5,1,1,4.29,868.3714,8,0,46.4,1,92,7.25,91,0.1,3981.528,3996798,2.3,2.2,0.708,11.7
31,2000,1,77.6,98,1,4.34,94.17819,89,0,45.4,1,8,7.12,88,0.1,388.3637,3925443,2.4,2.3,0.702,11.6
32,2014,0,77.8,97,0,12.14,1884.099,95,0,63.1,0,95,7.8,95,0.1,13467.47,4238389,1.5,1.5,0.82,15.1
32,2013,0,77.7,97,0,12.39,1899.107,96,0,62.5,0,96,7.83,96,0.1,13574.75,4255689,1.5,1.5,0.817,14.9
32,2012,0,77.1,14,0,11.49,1851.713,98,2,61.9,0,96,7.8,96,0.1,13235.98,4267558,1.5,1.5,0.815,14.6
32,2011,0,77,14,0,12.19,1913.357,97,12,61.3,0,96,7.8,96,0.1,14539.18,428622,1.6,1.5,0.808,14.5
32,2010,0,76.6,16,0,12.1,206.8868,97,7,6.6,0,97,8.25,97,0.1,1355.746,4417781,1.6,1.6,0.803,14.2
32,2009,0,76.3,19,0,12.21,2160.38,97,2,6,0,96,8.18,96,0.1,14157.14,442978,1.7,1.6,0.803,14.2
32,2008,0,76,116,0,12.06,2425.404,97,51,59.4,0,96,7.7,96,0.1,15893.87,443458,1.7,1.7,0.8,14.3
32,2007,0,75.8,114,0,12.56,2019.813,95,0,58.7,0,96,7.44,96,0.1,13546.7,4436,1.8,1.7,0.793,14.3
33,2014,0,83,53,0,0.01,207.3042,96,10,59.8,0,99,7.37,99,0.1,2734.884,115239,0.9,1,0.85,14
33,2013,0,81,54,0,9.04,212.0859,96,0,59.2,0,99,7.46,99,0.1,2797.967,1143896,0.9,1,0.85,13.8
33,2012,0,80,56,0,10.55,2159.756,96,1,58.7,0,99,7.44,99,0.1,28951.16,113562,0.9,1,0.85,13.8
33,2011,0,79.7,57,0,10.69,2443.325,96,0,58.3,0,99,7.54,99,0.1,32233.84,1124835,0.9,1,0.847,13.8
33,2010,0,79.5,59,0,11.32,283.33,96,18,57.8,0,99,7.23,99,0.1,3818.464,111267,0.9,1,0.853,14.6
33,2009,0,79.3,6,0,10.8,230.2524,96,0,57.3,0,99,7.4,99,0.1,3215.816,19876,0.9,1,0.849,14.1
33,2008,0,79.1,62,0,12.01,239.641,93,1,56.8,0,97,6.89,97,0.1,3539.749,181563,0.9,1,0.844,13.7
33,2007,0,78.9,63,0,11.56,1958.526,93,0,56.3,0,97,6.5,97,0.1,31386.63,163712,0.9,1,0.836,13.5
33,2006,0,78.8,64,0,11.47,1700.842,93,0,55.8,0,97,6.28,97,0.1,27169.99,14559,0.9,1,0.829,13.4
33,2005,0,78.7,65,0,11.41,1562.521,88,1,55.3,0,98,6.37,98,0.1,25324.49,127658,0.9,1,0.826,13.5
33,2004,0,78.6,65,0,13.03,1586.724,88,0,54.8,0,98,6.42,98,0.1,23932.49,1141,0.9,1,0.823,13.4
33,2003,0,78.5,66,0,10.62,158.7087,88,0,54.3,0,98,6.83,98,0.1,2293.479,993563,0.9,1,0.815,13
33,2002,0,78.4,68,0,11.68,1128.051,88,0,53.8,0,98,6.12,98,0.1,16372.29,976966,0.9,1,0.805,12.5
33,2001,0,78.2,69,0,10.16,100.8086,89,0,53.3,0,97,5.78,97,0.1,1562.924,96282,0.9,1,0.8,12.4
33,2000,0,78.1,7,0,9.56,950.8028,89,0,52.8,0,97,5.77,97,0.1,14672.88,943286,0.9,1,0.798,12.5
34,2014,1,63,252,1,0.38,24.733,78,0,34.4,1,78,1.57,78,2.1,174.9151,912164,5.6,5.4,0.467,6.3
34,2013,1,62.7,256,1,0.53,229.441,82,28,33.8,2,82,9.14,82,2.1,1622.638,896688,5.6,5.4,0.464,6.3
34,2012,1,62.2,263,1,0.52,217.2126,81,709,33.2,2,81,8.95,81,1.9,1536.157,881185,5.6,5.5,0.46,6.3
34,2011,1,61.8,268,1,0.39,20.35975,87,49,32.7,2,87,8.71,87,2.7,143.9869,865937,5.6,5.5,0.451,5.9
34,2010,1,61.3,273,1,0.44,187.496,88,7,32.2,2,88,8.84,88,3.1,1325.997,851146,5.6,5.6,0.441,5.5
34,2009,1,69,279,1,0.49,177.2672,89,48,31.7,2,89,8.37,89,3.2,1253.657,83684,5.7,5.6,0.436,5.3
34,2008,1,62,289,1,0.49,171.7686,88,143,31.3,2,89,8.5,89,3.3,1214.771,822934,5.7,5.6,0.427,5
34,2007,1,59.8,296,1,0.45,20.86879,25,24,3.9,2,88,7.72,88,3.5,147.5869,8942,5.8,5.7,0.416,4.5
35,2014,1,73.6,154,6,5.92,1088.245,89,0,57.9,7,9,4.38,91,0.3,6268.692,145844,3.3,3.2,0.712,13.2
35,2013,1,73.4,157,6,5.93,97.52212,8,0,56.8,7,82,4.12,83,0.3,627.5554,1281296,3.3,3.2,0.709,13.2
35,2012,1,72.1,174,6,5.93,857.1307,74,0,55.8,7,85,4.26,85,0.4,5968.877,115495,3.3,3.2,0.706,13.1
35,2011,1,73.1,16,6,5.91,843.7877,8,2,54.7,7,84,4.22,84,0.7,5759.643,12795,3.3,3.2,0.703,13
35,2010,1,72.7,166,6,6.02,664.5585,83,0,53.6,8,85,4.6,88,0.9,5451.67,9897985,3.3,3.3,0.697,12.9
35,2009,1,73.6,157,6,6.05,587.8828,8,0,52.6,8,85,4.41,82,1.2,4952.678,9767758,3.4,3.3,0.695,12.9
35,2008,1,73.3,161,6,6.12,49.09242,81,0,51.5,8,86,4.2,82,1.4,511.3794,963652,3.4,3.3,0.692,12.8
35,2007,1,72.9,164,6,6.05,74.82175,81,0,5.4,8,86,4.34,85,1.6,4647.314,954353,3.4,3.4,0.685,12.7
35,2006,1,72.3,178,7,6.2,352.9551,84,0,49.3,8,88,4.34,89,1.8,3836.469,9371338,3.5,3.4,0.677,12.6
35,2005,1,69.7,28,7,5.71,289.7419,87,0,48.2,8,86,4.26,87,2,3681.599,9237566,3.5,3.4,0.668,12.6
35,2004,1,69.3,214,7,5.16,182.6163,82,0,47.2,8,66,4.28,79,2.1,2421.966,912998,3.6,3.5,0.666,12.5
35,2003,1,73,22,7,6.32,293.0197,79,0,46.1,8,65,5.53,79,2.3,2372.629,896776,3.6,3.5,0.665,12.4
35,2002,1,71.4,189,7,6.43,4.673592,63,0,45.1,8,74,5.79,82,2.4,38.46578,8832285,3.7,3.6,0.66,12.3
35,2001,1,71.2,188,7,6.13,340.024,66,113,44.1,9,71,5.59,72,2.5,2862.155,8697126,3.8,3.6,0.656,12.3
35,2000,1,72,176,7,6.58,44.79248,68,253,43.1,9,71,5.9,78,2.5,282.4242,8562622,3.8,3.7,0.651,12.2
36,2014,1,76,121,6,3.82,79.11626,83,0,53.5,7,84,9.16,83,0.1,6432.217,1593112,1.2,1.1,0.737,14
36,2013,1,76,121,6,3.77,59.1285,87,0,52.8,8,87,7.29,87,0.1,674.9829,1.566155e+007,1.3,1.1,0.725,13.4
36,2012,1,75.5,127,7,3.92,41.88088,88,72,52.1,8,85,6.48,87,0.1,572.1431,1.541967e+007,1.3,1.2,0.717,13.3
36,2011,1,75.3,131,7,3.99,344.7412,88,257,51.4,8,85,5.92,88,0.1,5223.352,1.517736e+007,1.3,1.2,0.71,13.2
36,2010,1,75,134,7,3.95,367.9286,9,0,5.7,8,88,5.9,91,0.1,4657.324,1493469,1.3,1.2,0.703,13.1
36,2009,1,75.1,137,7,3.87,282.144,91,0,5,8,91,5.58,94,0.1,4255.566,1.469128e+007,1.3,1.2,0.702,13.1
36,2008,1,74.6,139,7,3.76,197.9303,93,1,49.3,9,94,5.66,96,0.1,4274.953,1.444756e+007,1.3,1.2,0.698,13
36,2007,1,74.7,14,7,3.63,19.60468,94,0,48.6,9,95,5.94,96,0.2,359.7189,1425453,1.4,1.3,0.696,12.9
36,2006,1,74.4,144,8,3.52,19.13983,96,0,47.9,9,92,5.86,96,0.3,335.7865,1396748,1.4,1.3,0.693,12.8
36,2005,1,74.2,151,8,3.54,18.09317,92,0,47.2,9,89,5.87,92,0.3,321.9425,1.373523e+007,1.4,1.3,0.688,12.8
36,2004,1,74.4,148,8,3.65,16.3792,88,0,46.5,9,9,6.22,88,0.3,278.5579,1359647,1.5,1.3,0.682,12.7
36,2003,1,74.4,151,8,3.69,18.26183,82,0,45.8,10,97,6.46,87,0.3,244.469,1328961,1.5,1.4,0.679,12.6
36,2002,1,73.6,157,8,3.88,187.3844,75,0,45.1,10,88,4.62,88,0.3,2183.967,13726,1.5,1.4,0.675,12.5
36,2001,1,73.4,158,9,4.13,14.58874,69,2,44.3,10,9,3.86,89,0.3,193.7416,1.285276e+007,1.6,1.5,0.67,12.4
36,2000,1,72.8,163,9,3.99,84.17527,36,0,43.6,11,83,3.38,87,0.3,1451.298,1.26286e+007,1.6,1.5,0.668,12.4
37,2014,1,73.3,181,2,2.52,665.726,93,0,55.4,2,93,6.77,94,0.2,3988.772,6281189,1.6,1.6,0.676,13.2
37,2013,1,73,184,2,2.42,653.6925,92,0,54.7,2,92,6.95,92,0.2,3895.664,625777,1.6,1.6,0.675,13.2
37,2012,1,73,181,2,2.48,591.7758,92,0,54.1,2,93,6.7,92,0.3,3827.786,6221246,1.6,1.6,0.67,13.2
37,2011,1,72,197,2,2.37,549.2783,89,0,53.4,2,9,6.81,89,0.3,3736.587,619256,1.7,1.6,0.666,13
37,2010,1,72,191,2,2.36,469.3904,89,0,52.8,2,89,6.91,89,0.3,3474.392,6164626,1.7,1.6,0.662,12.9
37,2009,1,71.4,23,2,2.55,416.4338,91,0,52.1,2,91,6.83,91,0.3,3366.482,6137276,1.7,1.6,0.662,12.8
37,2008,1,71.7,194,2,2.68,53.9595,98,0,51.4,3,98,6.21,98,0.3,357.3477,61131,1.8,1.7,0.659,13.4
37,2007,1,71.2,23,2,2.83,52.30172,99,0,5.8,3,99,6.32,99,0.3,334.8382,683475,1.8,1.7,0.657,12.9
37,2006,1,75,211,3,2.77,57.74563,96,0,5.1,3,96,6.68,96,0.2,362.9518,656478,1.8,1.7,0.651,12.9
37,2005,1,71,213,3,2.77,440.6027,89,0,49.4,3,89,7.19,89,0.2,2835.281,628961,1.9,1.8,0.644,12.7
37,2004,1,70,215,3,2.9,398.6058,9,0,48.6,3,9,7.3,9,0.3,2632.799,6775,1.9,1.8,0.636,12.4
37,2003,1,69.9,29,3,3.1,400.1343,94,0,47.8,4,93,7.61,94,0.3,2519.737,5971535,2,1.9,0.628,12
37,2002,1,73,24,3,2.97,29.68529,81,0,47,4,81,7.9,81,0.4,248.4125,59433,2,1.9,0.621,11.8
37,2001,1,68.9,219,4,2.88,332.1057,75,2,46.2,4,94,8.2,92,0.4,2338.772,595962,2.1,2,0.615,11.6
37,2000,1,69,218,4,2.79,353.669,99,0,45.3,5,98,8.17,99,0.4,2238.412,5867626,2.1,2,0.607,11.3
38,2014,1,57.9,32,3,0.01,13.40477,2,13,24,4,24,3.8,2,4.4,192.5973,1129424,8.5,8.4,0.582,9.2
39,2011,1,62.9,286,6,0.62,20.97992,96,48,16.5,8,96,3.6,96,0.7,582.7755,447469,8.8,8.7,0.405,5
39,2010,1,62.1,298,6,0.61,17.3574,9,51,16,9,9,3.24,9,0.9,482.1499,43984,8.9,8.8,0.404,5.1
39,2009,1,61.4,311,6,0.63,1.57516,92,82,15.5,9,92,3.3,92,1,43.75445,431334,9,8.9,0.402,5.2
39,2008,1,67,322,6,0.49,11.76572,94,0,15.1,9,94,3.69,94,1.1,326.8256,4232636,9.1,9.1,0.406,5.2
39,2007,1,62,329,6,1.23,11.42386,91,55,14.7,9,91,3.29,91,1.3,317.3294,4153332,9.2,9.2,0.405,5.3
39,2006,1,59.7,336,7,0.97,10.6027,94,128,14.3,9,94,3.3,94,1.4,297.8286,466648,9.3,9.3,0.405,5.3
39,2005,1,59.4,34,7,1.07,5.064689,96,19,13.9,9,96,2.97,96,1.6,276.759,39697,9.4,9.5,0,5.4
39,2004,1,59.1,342,7,0.64,10.26097,84,24,13.6,10,98,3.14,98,1.8,287.4222,3858623,9.6,9.6,0,5
39,2003,1,58.8,343,7,0.56,6.913998,91,376,13.3,10,95,3.5,93,1.9,232.7945,3738265,9.7,9.7,0,4.7
39,2002,1,58.5,343,7,0.83,0.7031322,86,460,13.1,10,92,4.2,9,1.9,21.7688,3614639,9.9,9.9,0,4.4
40,2014,1,77.3,122,0,0.01,2700.073,93,0,59.4,0,93,6.38,93,0.1,19941.46,1314545,1.9,1.9,0.86,16.5
40,2013,1,76.9,127,0,0.01,261.2915,93,2,59,0,94,6.48,94,0.1,1929.775,1317997,1.9,1.9,0.856,16.5
40,2012,1,76.3,135,0,0.01,2263.104,94,4,58.5,0,94,6.36,94,0.1,17421.89,1322696,1.9,1.9,0.85,16.5
40,2011,1,76.1,138,0,0.01,2146.946,94,7,58,0,93,5.83,93,0.1,17454.84,1327439,1.9,2,0.838,16.4
40,2010,1,75.6,137,0,14.97,1802.018,94,0,57.6,0,94,6.25,94,0.1,14638.65,1331475,1.9,2,0.833,16.2
40,2009,1,74.9,156,0,15.04,1717.089,95,0,57.1,0,95,6.93,95,0.1,14726.32,1334515,2,2,0.836,16.1
40,2008,1,74.2,167,0,16.99,225.0724,94,0,56.7,0,95,6.6,95,0.1,1894.549,13379,2,2.1,0.835,16.1
40,2007,1,73,189,0,17.87,1904.125,95,1,56.3,0,95,5.16,95,0.1,16586.45,13468,2,2.1,0.829,16.1
40,2006,1,73,188,0,16.58,244.3511,95,27,55.9,0,95,5.1,95,0.1,12595.42,134681,2.1,2.2,0.822,16.1
40,2005,1,72.8,189,0,15.52,153.5045,95,2,55.5,0,96,5.2,96,0.1,1338.313,1354775,2.1,2.2,0.812,15.9
40,2004,1,72.3,195,0,15.07,101.1201,9,0,55.2,0,95,5.13,94,0.1,885.4651,136255,2.2,2.3,0.805,15.7
41,2014,1,64.2,234,140,0.01,89.95806,77,12739,17.2,202,75,4.88,77,0.6,571.1623,9.736677e+007,1.5,1.3,0.435,8.4
41,2013,1,63.7,237,145,1.86,8.313282,72,5253,16.8,211,7,5.19,72,0.9,52.15359,9.488772e+007,1.6,1.4,0.427,8.4
41,2012,1,63.3,241,150,1.84,86.82551,69,4347,16.4,221,7,5.77,69,1.2,468.5672,9.244418e+007,1.7,1.5,0.422,8.4
41,2011,1,62.6,249,156,1.32,67.77565,65,3255,16,231,7,6.55,65,1.4,354.8464,946756,1.9,1.6,0.411,8.2
41,2010,1,61.8,261,162,1.34,67.73374,62,4235,15.6,243,69,6.86,61,1.7,341.3999,877267,11,1.7,0.401,8.1
41,2009,1,68,274,169,1.17,53.77354,56,1176,15.3,256,65,4.41,58,2,379.7566,8.541625e+007,11.1,1.8,0.393,8.1
41,2008,1,59.8,289,177,1.13,38.55783,52,3511,14.9,270,63,4.28,54,2.4,325.3826,8.318489e+007,11.2,1.9,0.378,7.6
41,2007,1,58.5,39,186,1.06,30.46452,47,1446,14.5,286,61,4.69,5,2.8,243.3268,8149,11.3,11,0.362,7.1
42,2014,1,69.7,19,0,0.01,50.53948,99,0,61.9,0,99,4.49,99,0.1,546.3728,88586,4,3.7,0.727,15.2
42,2013,1,69.6,192,0,0.01,460.6488,99,0,61.1,0,99,4.26,99,0.1,4763.69,879715,4,3.7,0.719,15
42,2012,1,69.4,195,0,0.01,431.4855,99,0,6.2,0,99,4.16,99,0.1,4546.739,873596,4,3.7,0.714,14.9
42,2011,1,69.2,197,0,0.01,401.7931,99,0,59.5,0,99,4.6,99,0.1,4353.121,86786,4,3.7,0.709,14.7
42,2010,1,69.1,2,0,2.25,62.08344,99,0,58.7,0,99,4.23,99,0.1,3651.967,85995,4,3.7,0.706,14.6
42,2009,1,68.9,23,0,2.31,60.65068,99,1,58,0,99,4.26,99,0.1,3369.482,851967,4,3.7,0.704,14.5
42,2008,1,68.7,26,0,1.95,81.04656,99,0,57.3,0,99,3.68,99,0.1,4177.658,84334,4,3.7,0.7,14.3
42,2007,1,68.6,29,0,2.09,5.889526,99,0,56.6,0,99,3.74,99,0.1,478.8233,834812,4.1,3.8,0.698,14.2
42,2006,1,68.5,211,0,2.06,52.12416,99,136,55.9,0,98,3.84,98,0.1,3749.94,827411,4.1,3.8,0.695,14
42,2005,1,68.3,214,0,2.02,64.39203,99,0,55.1,0,97,3.61,96,0.1,3658.638,821817,4.1,3.8,0.699,13.9
42,2004,1,68.1,218,0,1.63,43.99452,99,37,54.2,0,96,3.61,95,0.1,3332.919,818354,4.2,3.9,0.691,13.4
42,2003,1,68,22,0,1.76,253.8197,99,305,53.2,0,95,3.35,94,0.1,2835.974,816628,4.2,3.9,0.689,13.3
42,2002,1,67.9,22,0,1.85,206.0717,99,304,52.2,0,94,3.48,93,0.1,2259.558,815691,4.2,3.9,0.687,13.3
42,2001,1,67.8,221,0,1.93,20.71191,98,17,51.2,0,92,3.28,91,0.1,238.8917,814218,4.3,4,0.683,13.2
42,2000,1,67.7,221,0,2.05,31.25835,98,0,5.2,0,91,3.87,9,0.1,276.1338,811223,4.3,4,0.681,13.1
43,2014,1,82.2,79,3,11.5,6739.678,83,267,62,3,98,11.54,98,0.1,42955.24,6.633196e+007,0.6,0.6,0.89,16.2
43,2013,1,82,81,3,11.1,6646.954,74,272,61.6,3,99,11.56,99,0.1,42554.12,6599857,0.6,0.6,0.887,16.2
43,2012,1,81.5,83,3,11.5,751.3794,78,0,61.1,3,99,11.44,99,0.1,4838.244,6565979,0.6,0.6,0.885,16.1
43,2011,1,81.7,83,3,11.8,683.9191,74,14949,6.6,3,99,11.33,99,0.1,4381.288,6.534278e+007,0.6,0.6,0.882,16.1
43,2010,1,81.3,86,3,11.7,72.80012,65,5048,6.1,3,99,11.2,99,0.1,473.3428,6527512,0.6,0.6,0.879,16
43,2009,1,81.1,88,3,11.8,6415.357,51,1541,59.6,3,98,11.28,98,0.1,41631.13,647744,0.6,0.6,0.879,16
43,2008,1,89,88,3,11.9,7002.786,47,604,59.1,3,98,1.57,98,0.1,45413.66,6437499,0.6,0.6,0.877,16.1
43,2007,1,89,89,3,12.2,64.73715,42,39,58.6,3,99,1.45,98,0.1,416.584,6416229,0.6,0.6,0.873,16.1
43,2006,1,86,92,3,12.4,5689.992,39,40,58,4,99,1.53,99,0.1,36544.59,6.362138e+007,0.6,0.6,0.87,16.1
43,2005,1,81,93,3,12.2,5451.701,35,36,57.5,4,98,1.6,98,0.1,34879.73,6.317936e+007,0.6,0.6,0.86,15.5
43,2004,1,82,94,3,13.18,5291.235,35,4448,57,4,99,1.53,98,0.1,33874.74,6274897,0.6,0.6,0.857,15.5
43,2003,1,79.3,99,3,13.49,4572.442,28,0,56.4,4,96,1.43,97,0.1,29691.18,6.224488e+007,0.6,0.6,0.852,15.4
43,2002,1,79.2,11,3,13.78,3779.655,29,5185,55.8,4,97,1.22,97,0.1,24275.24,6185267,0.7,0.6,0.851,15.5
43,2001,1,79,13,3,13.89,3451.185,28,0,55.2,4,98,9.89,97,0.1,22527.32,6.135743e+007,0.7,0.6,0.849,15.6
43,2000,1,78.8,13,3,13.63,3410.284,26,10000,54.6,4,98,9.77,97,0.1,22465.64,6912498,0.7,0.6,0.844,15.7
44,2014,1,65.5,237,2,0.01,715.2817,7,33,35.8,3,68,3.44,7,2.8,9692.164,1875713,6.1,6,0.687,12.6
44,2013,1,64.6,255,2,8.86,154.8759,79,122,35.2,3,77,3.98,79,3.7,9679.743,1817271,6.2,6.1,0.678,12.5
44,2012,1,63.5,276,2,8.3,805.3925,82,2,34.6,3,8,3.13,82,4.9,9774.181,1756817,6.3,6.2,0.669,12.5
44,2011,1,62.8,289,2,8.9,133.5224,75,2,34.1,3,75,3.12,75,6,1716.226,169711,6.4,6.3,0.664,12.5
44,2010,1,62.3,294,2,8.85,145.3183,67,1,33.5,3,68,3.41,67,7,8754.113,16421,6.5,6.4,0.66,12.5
44,2009,1,61.7,31,2,8.64,52.31086,79,0,33,3,74,3.43,76,8,763.6622,1586754,6.7,6.5,0.652,12.4
44,2008,1,61.6,298,2,8.75,11.05422,82,3,32.4,3,81,2.54,82,8.9,194.2746,1536411,6.8,6.6,0.651,12.4
44,2007,1,61.6,291,2,9.02,545.439,75,0,31.9,3,78,2.86,81,10,8352.817,1489193,6.9,6.8,0.645,12.4
44,2006,1,61.4,288,2,8.01,40.5372,52,90,31.4,3,44,2.88,45,10.7,727.7773,1444844,7.1,6.9,0.646,12.4
44,2005,1,65,37,2,7.72,353.2438,28,0,3.8,3,44,2.76,45,10.9,6741.294,143126,7.2,7.1,0.64,12.4
45,2014,1,74.5,125,1,6.13,221.4829,91,3188,55.3,1,91,7.42,91,0.1,4429.658,3727,2.7,2.8,0.759,13.5
45,2013,1,74.5,128,1,5.91,180.3787,96,7872,54.4,1,94,7.25,93,0.1,4274.377,3776,2.7,2.8,0.755,13.5
45,2012,1,74.2,13,1,7.71,158.2576,92,31,53.6,1,93,8.57,92,0.1,4142.869,3825,2.6,2.8,0.749,13.4
45,2011,1,73.9,127,1,8.14,198.9488,89,64,52.8,1,88,9.38,94,0.1,3725.632,3875,2.6,2.8,0.742,13.3
45,2010,1,73.8,132,1,7.24,194.1733,95,22,52,1,88,1.5,92,0.1,2964.477,3926,2.6,2.8,0.738,13.3
45,2009,1,73.2,133,1,6.66,18.53143,54,23,51.3,1,93,1.19,88,0.1,276.5885,3978,2.6,2.8,0.734,12.8
45,2008,1,73.9,128,1,7.17,151.7626,89,56,5.5,1,9,8.99,92,0.1,3174.949,43,2.6,2.8,0.735,13.1
45,2007,1,74.4,12,1,8.65,106.1647,94,44,49.9,1,88,8.17,98,0.1,2492.129,482,2.7,2.9,0.722,12.5
45,2006,1,73.9,126,1,6.18,110.1138,84,334,49.2,1,89,8.39,88,0.1,1872.684,4136,2.7,2.9,0.714,12.6
45,2005,1,73.9,128,1,4.7,9.444875,79,1356,48.6,1,82,8.6,82,0.1,153.5752,419,2.8,2.9,0.703,12.2
45,2004,1,72.3,134,1,3.74,7.132565,64,6847,48.1,1,66,8.53,78,0.1,127.3672,4245,2.8,3,0.694,12
45,2003,1,72.7,132,1,3.36,70.54185,48,216,47.5,2,74,8.49,75,0.1,928.1823,431,2.9,3,0.684,11.8
45,2002,1,71.7,142,2,2.72,60.55818,51,199,47,2,89,8.72,84,0.1,779.3846,4357,2.9,3,0.677,11.8
45,2001,1,73,121,2,2.76,57.10319,61,35,46.5,2,83,7.82,87,0.1,733.9741,43864,3,3.1,0.673,11.7
45,2000,1,71.8,129,2,3.28,47.81704,55,50,46,2,81,6.94,8,0.1,691.9977,44183,3.1,3.1,0,11.4
46,2014,0,89,69,2,11.03,941.7563,88,443,61.9,3,94,11.3,95,0.1,4792.653,89825,1.1,1.1,0.92,17
46,2013,0,86,71,2,10.94,895.878,88,1771,61.4,3,94,11.16,95,0.1,4653.911,864565,1.1,1.1,0.919,16.9
46,2012,0,86,71,2,11.18,839.9133,88,166,6.9,3,94,1.99,95,0.1,4465.249,8425823,1.1,1.1,0.916,16.9
46,2011,0,85,74,2,11.2,869.7907,88,1607,6.4,3,94,1.93,95,0.1,4681.328,8274983,1.1,1.1,0.912,16.8
46,2010,0,81,76,2,11.2,7584.079,88,780,59.9,3,94,11.25,95,0.1,41785.56,8177693,1.1,1.1,0.907,16.7
46,2009,0,80,79,2,11.22,7641.271,88,574,59.5,3,95,11.4,96,0.1,41732.77,819237,1.1,1.1,0.906,16.7
46,2008,0,79.9,8,2,11.36,8285.265,87,917,59,3,95,1.39,96,0.1,45699.2,821197,1.1,1.1,0.903,16.6
46,2007,0,79.8,82,3,11.5,7777.556,86,567,58.5,3,95,1.18,96,0.1,41814.82,8.226637e+007,1.1,1.1,0.898,16.6
46,2006,0,79.6,84,3,11.76,6407.536,87,2307,58,3,94,1.34,96,0.1,36447.87,8.237645e+007,1.1,1.1,0.892,16.5
46,2005,0,79.2,85,3,11.67,6012.926,9,778,57.6,3,95,1.52,96,0.1,34696.63,8.246942e+007,1.1,1.1,0.884,16.4
46,2004,0,79.1,86,3,11.83,5842.375,88,121,57.1,3,96,1.37,96,0.1,34165.93,8251626,1.1,1.1,0.877,16.4
46,2003,0,78.5,9,3,11.92,582.6157,9,779,56.6,4,96,1.62,97,0.1,3359.952,8.253418e+007,1.1,1.1,0.872,16.3
46,2002,0,78.4,91,3,12.25,437.106,87,4657,56.1,4,97,1.4,93,0.1,2525.164,8.24885e+007,1.2,1.1,0.867,16.3
46,2001,0,78.3,92,3,12.46,4057.637,86,6024,55.6,4,96,1.15,93,0.1,23687.32,8.234993e+007,1.2,1.1,0.86,16.2
46,2000,0,78,95,3,12.91,4238.54,84,0,55.1,4,94,1.1,9,0.1,23718.75,8221158,1.2,1.2,0.855,16.2
47,2014,1,62.1,253,37,0.01,97.67795,98,124,28,54,93,3.56,98,0.8,1432.228,2.696256e+007,6.4,6.3,0.576,11.7
47,2013,1,61.9,254,38,0.01,28.66898,9,319,27.3,55,91,4.63,9,0.9,1814.492,2.634625e+007,6.6,6.4,0.57,11.5
47,2012,1,61.6,257,39,0.01,151.8994,92,1613,26.7,56,91,4.79,92,0.9,1629.822,2573349,6.7,6.6,0.563,11.2
47,2011,1,61.2,263,40,1.64,225.2219,91,120,26.1,58,91,4.81,91,1.3,1574.979,2.51218e+007,6.9,6.8,0.554,10.9
47,2010,1,69,267,40,1.69,195.9825,94,641,25.5,59,94,5.33,94,1.9,1312.676,2451214,7.1,7,0.547,10.5
47,2009,1,66,271,41,1.76,30.72291,94,101,24.9,60,94,5.17,94,2.1,186.7654,2393831,7.3,7.2,0.542,10.4
47,2008,1,63,275,41,1.78,161.0106,93,82,24.2,61,92,4.85,93,2.2,1224.416,2329864,7.5,7.4,0.53,9.8
47,2007,1,59.9,28,41,1.25,3.181374,94,6,23.6,61,94,5.3,94,2.6,19.68672,227212,7.7,7.6,0.519,9.1
47,2006,1,59.4,288,41,1.7,129.0263,84,420,23,62,84,4.64,84,2.9,922.9352,2.211343e+007,7.9,7.9,0.51,8.7
